날짜,지역,차수,연령대,지표,값
2022-02-14,대구,1차,12-64세,접종률,88.17889743322083
2022-02-14,대구,1차,5-11세,건수,0.0
2022-02-14,대구,1차,5-11세,접종률,0.025771677662582468
2022-02-14,대구,1차,65세이상,건수,27.0
2022-02-14,대구,1차,65세이상,접종률,93.27875842073846
2022-02-14,대구,1차,6개월-4세,건수,0.0
2022-02-14,대구,1차,6개월-4세,접종률,0.0
2022-02-14,대구,2차,12-64세,건수,619.0
2022-02-14,대구,2차,12-64세,접종률,86.85537654986835
2022-02-14,대구,2차,5-11세,건수,0.0
2022-02-14,대구,2차,5-11세,접종률,0.022090009425070688
2022-02-14,대구,2차,65세이상,건수,52.0
2022-02-14,대구,2차,65세이상,접종률,92.68141894772747
2022-02-14,대구,2차,6개월-4세,건수,0.0
2022-02-14,대구,2차,6개월-4세,접종률,0.0
2022-02-14,대구,3차,12-64세,건수,8073.0
2022-02-14,대구,3차,12-64세,접종률,47.00122945590777
2022-02-14,대구,3차,5-11세,건수,0.0
2022-02-14,대구,3차,5-11세,접종률,0.0
2022-02-14,대구,3차,65세이상,건수,565.0
2022-02-14,대구,3차,65세이상,접종률,84.01424064125523
2022-02-14,대구,3차,6개월-4세,건수,0.0
2022-02-14,대구,3차,6개월-4세,접종률,0.0
2022-02-14,대전,1차,12-64세,건수,193.0
2022-02-14,대전,1차,12-64세,접종률,90.0042510273316
2022-02-14,대전,1차,5-11세,건수,0.0
2022-02-14,대전,1차,5-11세,접종률,0.046753620408554714
2022-02-14,대전,1차,65세이상,건수,13.0
2022-02-14,대전,1차,65세이상,접종률,95.01273732666469
2022-02-14,대전,1차,6개월-4세,건수,0.0
2022-02-14,대전,1차,6개월-4세,접종률,0.0
2022-02-14,대전,2차,12-64세,건수,310.0
2022-02-14,대전,2차,12-64세,접종률,88.86379023078726
2022-02-14,대전,2차,5-11세,건수,0.0
2022-02-14,대전,2차,5-11세,접종률,0.039560755730315526
2022-02-14,대전,2차,65세이상,건수,13.0
2022-02-14,대전,2차,65세이상,접종률,94.5873471825521
2022-02-14,대전,2차,6개월-4세,건수,0.0
2022-02-14,대전,2차,6개월-4세,접종률,0.0
2022-02-14,대전,3차,12-64세,건수,5134.0
2022-02-14,대전,3차,12-64세,접종률,51.48281204994911
2022-02-14,대전,3차,5-11세,건수,0.0
2022-02-14,대전,3차,5-11세,접종률,0.0
2022-02-14,대전,3차,65세이상,건수,197.0
2022-02-14,대전,3차,65세이상,접종률,88.46042896553405
2022-02-14,대전,3차,6개월-4세,건수,0.0
2022-02-14,대전,3차,6개월-4세,접종률,0.0
2022-02-14,부산,1차,12-64세,건수,593.0
2022-02-14,부산,1차,12-64세,접종률,89.46897130791723
2022-02-14,부산,1차,5-11세,건수,0.0
2022-02-14,부산,1차,5-11세,접종률,0.036405873480921586
2022-02-14,부산,1차,65세이상,건수,58.0
2022-02-14,부산,1차,65세이상,접종률,94.5379296704824
2022-02-14,부산,1차,6개월-4세,건수,0.0
2022-02-14,부산,1차,6개월-4세,접종률,0.0013931263147629596
2022-02-14,부산,2차,12-64세,건수,713.0
2022-02-14,부산,2차,12-64세,접종률,88.3013804228348
2022-02-14,부산,2차,5-11세,건수,1.0
2022-02-14,부산,2차,5-11세,접종률,0.024848453328248067
2022-02-14,부산,2차,65세이상,건수,60.0
2022-02-14,부산,2차,65세이상,접종률,93.9920299984231
2022-02-14,부산,2차,6개월-4세,건수,0.0
2022-02-14,부산,2차,6개월-4세,접종률,0.0
2022-02-14,부산,3차,12-64세,건수,10804.0
2022-02-14,부산,3차,12-64세,접종률,51.329875246735824
2022-02-14,부산,3차,5-11세,건수,0.0
2022-02-14,부산,3차,5-11세,접종률,0.0
2022-02-14,부산,3차,65세이상,건수,805.0
2022-02-14,부산,3차,65세이상,접종률,86.70610686002786
2022-02-14,부산,3차,6개월-4세,건수,0.0
2022-02-14,부산,3차,6개월-4세,접종률,0.0
2022-02-14,서울,1차,12-64세,건수,1651.0
2022-02-14,서울,1차,12-64세,접종률,89.16667224239052
2022-02-14,서울,1차,5-11세,건수,2.0
2022-02-14,서울,1차,5-11세,접종률,0.1046536446320254
2022-02-14,서울,1차,65세이상,건수,106.0
2022-02-14,서울,1차,65세이상,접종률,94.48394769994428
2022-02-14,서울,1차,6개월-4세,건수,0.0
2022-02-14,서울,1차,6개월-4세,접종률,0.0
2022-02-14,서울,2차,12-64세,건수,1736.0
2022-02-14,서울,2차,12-64세,접종률,88.1032796787358
2022-02-14,서울,2차,5-11세,건수,1.0
2022-02-14,서울,2차,5-11세,접종률,0.08583434888679276
2022-02-14,서울,2차,65세이상,건수,107.0
2022-02-14,서울,2차,65세이상,접종률,94.04090572574647
2022-02-14,서울,2차,6개월-4세,건수,0.0
2022-02-14,서울,2차,6개월-4세,접종률,0.0
2022-02-14,서울,3차,12-64세,건수,29920.0
2022-02-14,서울,3차,12-64세,접종률,50.7805182974615
2022-02-14,서울,3차,5-11세,건수,0.0
2022-02-14,서울,3차,5-11세,접종률,0.0002295036066491785
2022-02-14,서울,3차,65세이상,건수,1586.0
2022-02-14,서울,3차,65세이상,접종률,87.26802184251429
2022-02-14,서울,3차,6개월-4세,건수,0.0
2022-02-14,서울,3차,6개월-4세,접종률,0.0
2022-02-14,세종,1차,12-64세,건수,72.0
2022-02-14,세종,1차,12-64세,접종률,88.11037232188907
2022-02-14,세종,1차,5-11세,건수,0.0
2022-02-14,세종,1차,5-11세,접종률,0.05602390353217373
2022-02-14,세종,1차,65세이상,건수,1.0
2022-02-14,세종,1차,65세이상,접종률,94.99871402183825
2022-02-14,세종,1차,6개월-4세,건수,0.0
2022-02-14,세종,1차,6개월-4세,접종률,0.0
2022-02-14,세종,2차,12-64세,건수,89.0
2022-02-14,세종,2차,12-64세,접종률,86.67182425180167
2022-02-14,세종,2차,5-11세,건수,0.0
2022-02-14,세종,2차,5-11세,접종률,0.05335609860207021
2022-02-14,세종,2차,65세이상,건수,3.0
2022-02-14,세종,2차,65세이상,접종률,94.49835160981085
2022-02-14,세종,2차,6개월-4세,건수,0.0
2022-02-14,세종,2차,6개월-4세,접종률,0.0
2022-02-14,세종,3차,12-64세,건수,1301.0
2022-02-14,세종,3차,12-64세,접종률,48.66948242936199
2022-02-14,세종,3차,5-11세,건수,0.0
2022-02-14,세종,3차,5-11세,접종률,0.0
2022-02-14,세종,3차,65세이상,건수,29.0
2022-02-14,세종,3차,65세이상,접종률,87.78320746334963
2022-02-14,세종,3차,6개월-4세,건수,0.0
2022-02-14,세종,3차,6개월-4세,접종률,0.0
2022-02-14,울산,1차,12-64세,건수,209.0
2022-02-14,울산,1차,12-64세,접종률,90.6380888174881
2022-02-14,울산,1차,5-11세,건수,0.0
2022-02-14,울산,1차,5-11세,접종률,0.026659931526070605
2022-02-14,울산,1차,65세이상,건수,16.0
2022-02-14,울산,1차,65세이상,접종률,94.70702107908619
2022-02-14,울산,1차,6개월-4세,건수,0.0
2022-02-14,울산,1차,6개월-4세,접종률,0.0
2022-02-14,울산,2차,12-64세,건수,334.0
2022-02-14,울산,2차,12-64세,접종률,89.50480042840476
2022-02-14,울산,2차,5-11세,건수,0.0
2022-02-14,울산,2차,5-11세,접종률,0.016837851490149856
2022-02-14,울산,2차,65세이상,건수,14.0
2022-02-14,울산,2차,65세이상,접종률,94.22023230013359
2022-02-14,울산,2차,6개월-4세,건수,0.0
2022-02-14,울산,2차,6개월-4세,접종률,0.0
2022-02-14,울산,3차,12-64세,건수,5548.0
2022-02-14,울산,3차,12-64세,접종률,52.606646967697515
2022-02-14,울산,3차,5-11세,건수,0.0
2022-02-14,울산,3차,5-11세,접종률,0.0
2022-02-14,울산,3차,65세이상,건수,202.0
2022-02-14,울산,3차,65세이상,접종률,87.00556976928476
2022-02-14,울산,3차,6개월-4세,건수,0.0
2022-02-14,울산,3차,6개월-4세,접종률,0.0
2022-02-14,인천,1차,12-64세,건수,565.0
2022-02-14,인천,1차,12-64세,접종률,90.10959278442257
2022-02-14,인천,1차,5-11세,건수,0.0
2022-02-14,인천,1차,5-11세,접종률,0.03671240420357028
2022-02-14,인천,1차,65세이상,건수,41.0
2022-02-14,인천,1차,65세이상,접종률,94.76102077967234
2022-02-14,인천,1차,6개월-4세,건수,0.0
2022-02-14,인천,1차,6개월-4세,접종률,0.0
2022-02-14,인천,2차,12-64세,건수,685.0
2022-02-14,인천,2차,12-64세,접종률,89.0428788960181
2022-02-14,인천,2차,5-11세,건수,0.0
2022-02-14,인천,2차,5-11세,접종률,0.029255197099720066
2022-02-14,인천,2차,65세이상,건수,39.0
2022-02-14,인천,2차,65세이상,접종률,94.27644817271167
2022-02-14,인천,2차,6개월-4세,건수,0.0
2022-02-14,인천,2차,6개월-4세,접종률,0.0
2022-02-14,인천,3차,12-64세,건수,9814.0
2022-02-14,인천,3차,12-64세,접종률,54.06298708653263
2022-02-14,인천,3차,5-11세,건수,0.0
2022-02-14,인천,3차,5-11세,접종률,0.0
2022-02-14,인천,3차,65세이상,건수,491.0
2022-02-14,인천,3차,65세이상,접종률,87.76399215891584
2022-02-14,인천,3차,6개월-4세,건수,0.0
2022-02-14,인천,3차,6개월-4세,접종률,0.0
2022-02-14,전남,1차,12-64세,건수,242.0
2022-02-14,전남,1차,12-64세,접종률,91.74911070200909
2022-02-14,전남,1차,5-11세,건수,0.0
2022-02-14,전남,1차,5-11세,접종률,0.013650730314071803
2022-02-14,전남,1차,65세이상,건수,25.0
2022-02-14,전남,1차,65세이상,접종률,96.34494634715949
2022-02-14,전남,1차,6개월-4세,건수,0.0
2022-02-14,전남,1차,6개월-4세,접종률,0.0
2022-02-14,전남,2차,12-64세,건수,401.0
2022-02-14,전남,2차,12-64세,접종률,90.73242565901181
2022-02-14,전남,2차,5-11세,건수,0.0
2022-02-14,전남,2차,5-11세,접종률,0.010500561780055234
2022-02-14,전남,2차,65세이상,건수,41.0
2022-02-14,전남,2차,65세이상,접종률,95.86058481701546
2022-02-14,전남,2차,6개월-4세,건수,0.0
2022-02-14,전남,2차,6개월-4세,접종률,0.0
2022-02-14,전남,3차,12-64세,건수,6043.0
2022-02-14,전남,3차,12-64세,접종률,61.63529386330339
2022-02-14,전남,3차,5-11세,건수,0.0
2022-02-14,전남,3차,5-11세,접종률,0.0
2022-02-14,전남,3차,65세이상,건수,310.0
2022-02-14,전남,3차,65세이상,접종률,91.52599175025662
2022-02-14,전남,3차,6개월-4세,건수,0.0
2022-02-14,전남,3차,6개월-4세,접종률,0.0
2022-02-14,전북,1차,12-64세,건수,232.0
2022-02-14,전북,1차,12-64세,접종률,91.4356242511341
2022-02-14,전북,1차,5-11세,건수,0.0
2022-02-14,전북,1차,5-11세,접종률,0.016875678982396558
2022-02-14,전북,1차,65세이상,건수,33.0
2022-02-14,전북,1차,65세이상,접종률,96.37482562229025
2022-02-14,전북,1차,6개월-4세,건수,0.0
2022-02-14,전북,1차,6개월-4세,접종률,0.0
2022-02-14,전북,2차,12-64세,건수,325.0
2022-02-14,전북,2차,12-64세,접종률,90.49992744852538
2022-02-14,전북,2차,5-11세,건수,1.0
2022-02-14,전북,2차,5-11세,접종률,0.012656759236797419
2022-02-14,전북,2차,65세이상,건수,33.0
2022-02-14,전북,2차,65세이상,접종률,95.98925386336316
2022-02-14,전북,2차,6개월-4세,건수,0.0
2022-02-14,전북,2차,6개월-4세,접종률,0.0
2022-02-14,전북,3차,12-64세,건수,5567.0
2022-02-14,전북,3차,12-64세,접종률,59.927778699755926
2022-02-14,전북,3차,5-11세,건수,0.0
2022-02-14,전북,3차,5-11세,접종률,0.0
2022-02-14,전북,3차,65세이상,건수,278.0
2022-02-14,전북,3차,65세이상,접종률,91.48778003354639
2022-02-14,전북,3차,6개월-4세,건수,0.0
2022-02-14,전북,3차,6개월-4세,접종률,0.0
2022-02-14,제주,1차,12-64세,건수,122.0
2022-02-14,제주,1차,12-64세,접종률,89.87794169121275
2022-02-14,제주,1차,5-11세,건수,0.0
2022-02-14,제주,1차,5-11세,접종률,0.03249355544483677
2022-02-14,제주,1차,65세이상,건수,9.0
2022-02-14,제주,1차,65세이상,접종률,94.39024189092228
2022-02-14,제주,1차,6개월-4세,건수,0.0
2022-02-14,제주,1차,6개월-4세,접종률,0.0
2022-02-14,제주,2차,12-64세,건수,164.0
2022-02-14,제주,2차,12-64세,접종률,88.77096310003132
2022-02-14,제주,2차,5-11세,건수,0.0
2022-02-14,제주,2차,5-11세,접종률,0.015163659207590496
2022-02-14,제주,2차,65세이상,건수,15.0
2022-02-14,제주,2차,65세이상,접종률,93.87644017055248
2022-02-14,제주,2차,6개월-4세,건수,0.0
2022-02-14,제주,2차,6개월-4세,접종률,0.0
2022-02-14,제주,3차,12-64세,건수,2657.0
2022-02-14,제주,3차,12-64세,접종률,51.22334644049479
2022-02-14,제주,3차,5-11세,건수,0.0
2022-02-14,제주,3차,5-11세,접종률,0.0
2022-02-14,제주,3차,65세이상,건수,132.0
2022-02-14,제주,3차,65세이상,접종률,87.34711718472946
2022-02-14,제주,3차,6개월-4세,건수,0.0
2022-02-14,제주,3차,6개월-4세,접종률,0.0
2022-02-14,충남,1차,12-64세,건수,343.0
2022-02-14,충남,1차,12-64세,접종률,90.40756245743563
2022-02-14,충남,1차,5-11세,건수,0.0
2022-02-14,충남,1차,5-11세,접종률,0.024336057401694103
2022-02-14,충남,1차,65세이상,건수,29.0
2022-02-14,충남,1차,65세이상,접종률,95.36759210231
2022-02-14,충남,1차,6개월-4세,건수,0.0
2022-02-14,충남,1차,6개월-4세,접종률,0.0
2022-02-14,충남,2차,12-64세,건수,532.0
2022-02-14,충남,2차,12-64세,접종률,89.32504085843385
2022-02-14,충남,2차,5-11세,건수,0.0
2022-02-14,충남,2차,5-11세,접종률,0.01805578452383756
2022-02-14,충남,2차,65세이상,건수,28.0
2022-02-14,충남,2차,65세이상,접종률,94.89931774452572
2022-02-14,충남,2차,6개월-4세,건수,0.0
2022-02-14,충남,2차,6개월-4세,접종률,0.0
2022-02-14,충남,3차,12-64세,건수,7234.0
2022-02-14,충남,3차,12-64세,접종률,56.22597823258953
2022-02-14,충남,3차,5-11세,건수,0.0
2022-02-14,충남,3차,5-11세,접종률,0.0
2022-02-14,충남,3차,65세이상,건수,373.0
2022-02-14,충남,3차,65세이상,접종률,89.34757549807264
2022-02-14,충남,3차,6개월-4세,건수,0.0
2022-02-14,충남,3차,6개월-4세,접종률,0.0
2022-02-14,충북,1차,12-64세,건수,223.0
2022-02-14,충북,1차,12-64세,접종률,90.69307105601364
2022-02-14,충북,1차,5-11세,건수,0.0
2022-02-14,충북,1차,5-11세,접종률,0.02995739392863483
2022-02-14,충북,1차,65세이상,건수,19.0
2022-02-14,충북,1차,65세이상,접종률,95.65932573267537
2022-02-14,충북,1차,6개월-4세,건수,0.0
2022-02-14,충북,1차,6개월-4세,접종률,0.0
2022-02-14,충북,2차,12-64세,건수,361.0
2022-02-14,충북,2차,12-64세,접종률,89.64416787750578
2022-02-14,충북,2차,5-11세,건수,0.0
2022-02-14,충북,2차,5-11세,접종률,0.02440972838629505
2022-02-14,충북,2차,65세이상,건수,31.0
2022-02-14,충북,2차,65세이상,접종률,95.19301670890913
2022-02-14,충북,2차,6개월-4세,건수,0.0
2022-02-14,충북,2차,6개월-4세,접종률,0.0
2022-02-14,충북,3차,12-64세,건수,5471.0
2022-02-14,충북,3차,12-64세,접종률,55.76826085228351
2022-02-14,충북,3차,5-11세,건수,0.0
2022-02-14,충북,3차,5-11세,접종률,0.0
2022-02-14,충북,3차,65세이상,건수,261.0
2022-02-14,충북,3차,65세이상,접종률,89.75553107582448
2022-02-14,충북,3차,6개월-4세,건수,0.0
2022-02-14,충북,3차,6개월-4세,접종률,0.0
2022-02-15,강원,1차,12-64세,건수,263.0
2022-02-15,강원,1차,12-64세,접종률,90.65065745719593
2022-02-15,강원,1차,5-11세,건수,0.0
2022-02-15,강원,1차,5-11세,접종률,0.024673081667900318
2022-02-15,강원,1차,65세이상,건수,24.0
2022-02-15,강원,1차,65세이상,접종률,94.88472231272127
2022-02-15,강원,1차,6개월-4세,건수,0.0
2022-02-15,강원,1차,6개월-4세,접종률,0.0
2022-02-15,강원,2차,12-64세,건수,267.0
2022-02-15,강원,2차,12-64세,접종률,89.65972476963897
2022-02-15,강원,2차,5-11세,건수,0.0
2022-02-15,강원,2차,5-11세,접종률,0.0181801654395055
2022-02-15,강원,2차,65세이상,건수,36.0
2022-02-15,강원,2차,65세이상,접종률,94.4351230425056
2022-02-15,강원,2차,6개월-4세,건수,0.0
2022-02-15,강원,2차,6개월-4세,접종률,0.0
2022-02-15,강원,3차,12-64세,건수,3468.0
2022-02-15,강원,3차,12-64세,접종률,58.05505601334499
2022-02-15,강원,3차,5-11세,건수,0.0
2022-02-15,강원,3차,5-11세,접종률,0.0
2022-02-15,강원,3차,65세이상,건수,342.0
2022-02-15,강원,3차,65세이상,접종률,88.46517234638691
2022-02-15,강원,3차,6개월-4세,건수,0.0
2022-02-15,강원,3차,6개월-4세,접종률,0.0
2022-02-15,경기,1차,12-64세,건수,2156.0
2022-02-15,경기,1차,12-64세,접종률,89.76658391773307
2022-02-15,경기,1차,5-11세,건수,0.0
2022-02-15,경기,1차,5-11세,접종률,0.0420557014844018
2022-02-15,경기,1차,65세이상,건수,157.0
2022-02-15,경기,1차,65세이상,접종률,94.99577495649449
2022-02-15,경기,1차,6개월-4세,건수,0.0
2022-02-15,경기,1차,6개월-4세,접종률,0.0002605999009720376
2022-02-15,경기,2차,12-64세,건수,2399.0
2022-02-15,경기,2차,12-64세,접종률,88.6590366742339
2022-02-15,경기,2차,5-11세,건수,1.0
2022-02-15,경기,2차,5-11세,접종률,0.03277525339147514
2022-02-15,경기,2차,65세이상,건수,138.0
2022-02-15,경기,2차,65세이상,접종률,94.56487212967998
2022-02-15,경기,2차,6개월-4세,건수,0.0
2022-02-15,경기,2차,6개월-4세,접종률,0.0
2022-02-15,경기,3차,12-64세,건수,31300.0
2022-02-15,경기,3차,12-64세,접종률,53.306048549824105
2022-02-15,경기,3차,5-11세,건수,0.0
2022-02-15,경기,3차,5-11세,접종률,0.00011747402649274246
2022-02-15,경기,3차,65세이상,건수,1721.0
2022-02-15,경기,3차,65세이상,접종률,88.32865161290626
2022-02-15,경기,3차,6개월-4세,건수,0.0
2022-02-15,경기,3차,6개월-4세,접종률,0.0
2022-02-15,경남,1차,12-64세,건수,571.0
2022-02-15,경남,1차,12-64세,접종률,89.81843499460018
2022-02-15,경남,1차,5-11세,건수,0.0
2022-02-15,경남,1차,5-11세,접종률,0.019841673619731784
2022-02-15,경남,1차,65세이상,건수,66.0
2022-02-15,경남,1차,65세이상,접종률,94.6909637812607
2022-02-15,경남,1차,6개월-4세,건수,0.0
2022-02-15,경남,1차,6개월-4세,접종률,0.0
2022-02-15,경남,2차,12-64세,건수,597.0
2022-02-15,경남,2차,12-64세,접종률,88.61813077480224
2022-02-15,경남,2차,5-11세,건수,0.0
2022-02-15,경남,2차,5-11세,접종률,0.017806630171554164
2022-02-15,경남,2차,65세이상,건수,53.0
2022-02-15,경남,2차,65세이상,접종률,94.13371817937761
2022-02-15,경남,2차,6개월-4세,건수,0.0
2022-02-15,경남,2차,6개월-4세,접종률,0.0
2022-02-15,경남,3차,12-64세,건수,8379.0
2022-02-15,경남,3차,12-64세,접종률,52.520561166394586
2022-02-15,경남,3차,5-11세,건수,0.0
2022-02-15,경남,3차,5-11세,접종률,0.0
2022-02-15,경남,3차,65세이상,건수,707.0
2022-02-15,경남,3차,65세이상,접종률,86.99765206338094
2022-02-15,경남,3차,6개월-4세,건수,0.0
2022-02-15,경남,3차,6개월-4세,접종률,0.0
2022-02-15,경북,1차,12-64세,건수,442.0
2022-02-15,경북,1차,12-64세,접종률,88.82470205476497
2022-02-15,경북,1차,5-11세,건수,0.0
2022-02-15,경북,1차,5-11세,접종률,0.033226516236690935
2022-02-15,경북,1차,65세이상,건수,72.0
2022-02-15,경북,1차,65세이상,접종률,94.0725966412483
2022-02-15,경북,1차,6개월-4세,건수,0.0
2022-02-15,경북,1차,6개월-4세,접종률,0.0
2022-02-15,경북,2차,12-64세,건수,561.0
2022-02-15,경북,2차,12-64세,접종률,87.55105269668125
2022-02-15,경북,2차,5-11세,건수,0.0
2022-02-15,경북,2차,5-11세,접종률,0.024366111906906684
2022-02-15,경북,2차,65세이상,건수,65.0
2022-02-15,경북,2차,65세이상,접종률,93.48273712447028
2022-02-15,경북,2차,6개월-4세,건수,0.0
2022-02-15,경북,2차,6개월-4세,접종률,0.0
2022-02-15,경북,3차,12-64세,건수,6216.0
2022-02-15,경북,3차,12-64세,접종률,51.983626316410216
2022-02-15,경북,3차,5-11세,건수,0.0
2022-02-15,경북,3차,5-11세,접종률,0.0
2022-02-15,경북,3차,65세이상,건수,633.0
2022-02-15,경북,3차,65세이상,접종률,86.11618359161005
2022-02-15,경북,3차,6개월-4세,건수,0.0
2022-02-15,경북,3차,6개월-4세,접종률,0.0
2022-02-15,광주,1차,12-64세,건수,237.0
2022-02-15,광주,1차,12-64세,접종률,91.61406824539901
2022-02-15,광주,1차,5-11세,건수,0.0
2022-02-15,광주,1차,5-11세,접종률,0.01780329583514148
2022-02-15,광주,1차,65세이상,건수,22.0
2022-02-15,광주,1차,65세이상,접종률,96.04296380609377
2022-02-15,광주,1차,6개월-4세,건수,0.0
2022-02-15,광주,1차,6개월-4세,접종률,0.0
2022-02-15,광주,2차,12-64세,건수,274.0
2022-02-15,광주,2차,12-64세,접종률,90.56699632294463
2022-02-15,광주,2차,5-11세,건수,0.0
2022-02-15,광주,2차,5-11세,접종률,0.011127059896963425
2022-02-15,광주,2차,65세이상,건수,15.0
2022-02-15,광주,2차,65세이상,접종률,95.58639904185107
2022-02-15,광주,2차,6개월-4세,건수,0.0
2022-02-15,광주,2차,6개월-4세,접종률,0.0
2022-02-15,광주,3차,12-64세,건수,3762.0
2022-02-15,광주,3차,12-64세,접종률,57.605610082429656
2022-02-15,광주,3차,5-11세,건수,0.0
2022-02-15,광주,3차,5-11세,접종률,0.0
2022-02-15,광주,3차,65세이상,건수,169.0
2022-02-15,광주,3차,65세이상,접종률,90.79013310455547
2022-02-15,광주,3차,6개월-4세,건수,0.0
2022-02-15,광주,3차,6개월-4세,접종률,0.0
2022-02-15,대구,1차,12-64세,건수,445.0
2022-02-15,대구,1차,12-64세,접종률,88.20470440864331
2022-02-15,대구,1차,5-11세,건수,0.0
2022-02-15,대구,1차,5-11세,접종률,0.025771677662582468
2022-02-15,대구,1차,65세이상,건수,49.0
2022-02-15,대구,1차,65세이상,접종률,93.28920440010234
2022-02-15,대구,1차,6개월-4세,건수,0.0
2022-02-15,대구,1차,6개월-4세,접종률,0.0
2022-02-15,대구,2차,12-64세,건수,554.0
2022-02-15,대구,2차,12-64세,접종률,86.88750478443926
2022-02-15,대구,2차,5-11세,건수,0.0
2022-02-15,대구,2차,5-11세,접종률,0.022090009425070688
2022-02-15,대구,2차,65세이상,건수,44.0
2022-02-15,대구,2차,65세이상,접종률,92.6907990108297
2022-02-15,대구,2차,6개월-4세,건수,0.0
2022-02-15,대구,2차,6개월-4세,접종률,0.0
2022-02-15,대구,3차,12-64세,건수,5688.0
2022-02-15,대구,3차,12-64세,접종률,47.33109479568994
2022-02-15,대구,3차,5-11세,건수,0.0
2022-02-15,대구,3차,5-11세,접종률,0.0
2022-02-15,대구,3차,65세이상,건수,528.0
2022-02-15,대구,3차,65세이상,접종률,84.12680139848213
2022-02-15,대구,3차,6개월-4세,건수,0.0
2022-02-15,대구,3차,6개월-4세,접종률,0.0
2022-02-15,대전,1차,12-64세,건수,246.0
2022-02-15,대전,1차,12-64세,접종률,90.02703431106963
2022-02-15,대전,1차,5-11세,건수,0.0
2022-02-15,대전,1차,5-11세,접종률,0.046753620408554714
2022-02-15,대전,1차,65세이상,건수,13.0
2022-02-15,대전,1차,65세이상,접종률,95.01801915271383
2022-02-15,대전,1차,6개월-4세,건수,0.0
2022-02-15,대전,1차,6개월-4세,접종률,0.0
2022-02-15,대전,2차,12-64세,건수,229.0
2022-02-15,대전,2차,12-64세,접종률,88.884999059958
2022-02-15,대전,2차,5-11세,건수,0.0
2022-02-15,대전,2차,5-11세,접종률,0.039560755730315526
2022-02-15,대전,2차,65세이상,건수,16.0
2022-02-15,대전,2차,65세이상,접종률,94.59384789153566
2022-02-15,대전,2차,6개월-4세,건수,0.0
2022-02-15,대전,2차,6개월-4세,접종률,0.0
2022-02-15,대전,3차,12-64세,건수,3632.0
2022-02-15,대전,3차,12-64세,접종률,51.81918963749573
2022-02-15,대전,3차,5-11세,건수,0.0
2022-02-15,대전,3차,5-11세,접종률,0.0
2022-02-15,대전,3차,65세이상,건수,224.0
2022-02-15,대전,3차,65세이상,접종률,88.55143889130407
2022-02-15,대전,3차,6개월-4세,건수,0.0
2022-02-15,대전,3차,6개월-4세,접종률,0.0
2022-02-15,부산,1차,12-64세,건수,548.0
2022-02-15,부산,1차,12-64세,접종률,89.49267698036452
2022-02-15,부산,1차,5-11세,건수,0.0
2022-02-15,부산,1차,5-11세,접종률,0.036405873480921586
2022-02-15,부산,1차,65세이상,건수,65.0
2022-02-15,부산,1차,65세이상,접종률,94.54661595657392
2022-02-15,부산,1차,6개월-4세,건수,0.0
2022-02-15,부산,1차,6개월-4세,접종률,0.0013931263147629596
2022-02-15,부산,2차,12-64세,건수,511.0
2022-02-15,부산,2차,12-64세,접종률,88.32348552980663
2022-02-15,부산,2차,5-11세,건수,0.0
2022-02-15,부산,2차,5-11세,접종률,0.024848453328248067
2022-02-15,부산,2차,65세이상,건수,60.0
2022-02-15,부산,2차,65세이상,접종률,94.00004810866143
2022-02-15,부산,2차,6개월-4세,건수,0.0
2022-02-15,부산,2차,6개월-4세,접종률,0.0
2022-02-15,부산,3차,12-64세,건수,8121.0
2022-02-15,부산,3차,12-64세,접종률,51.68117773933537
2022-02-15,부산,3차,5-11세,건수,0.0
2022-02-15,부산,3차,5-11세,접종률,0.0
2022-02-15,부산,3차,65세이상,건수,785.0
2022-02-15,부산,3차,65세이상,접종률,86.81101046897926
2022-02-15,부산,3차,6개월-4세,건수,0.0
2022-02-15,부산,3차,6개월-4세,접종률,0.0
2022-02-15,서울,1차,12-64세,건수,1432.0
2022-02-15,서울,1차,12-64세,접종률,89.18705803787572
2022-02-15,서울,1차,5-11세,건수,4.0
2022-02-15,서울,1차,5-11세,접종률,0.10557165905862212
2022-02-15,서울,1차,65세이상,건수,141.0
2022-02-15,서울,1차,65세이상,접종률,94.49212212003874
2022-02-15,서울,1차,6개월-4세,건수,0.0
2022-02-15,서울,1차,6개월-4세,접종률,0.0
2022-02-15,서울,2차,12-64세,건수,1361.0
2022-02-15,서울,2차,12-64세,접종률,88.12265472598116
2022-02-15,서울,2차,5-11세,건수,0.0
2022-02-15,서울,2차,5-11세,접종률,0.08583434888679276
2022-02-15,서울,2차,65세이상,건수,89.0
2022-02-15,서울,2차,65세이상,접종률,94.04606546608977
2022-02-15,서울,2차,6개월-4세,건수,0.0
2022-02-15,서울,2차,6개월-4세,접종률,0.0
2022-02-15,서울,3차,12-64세,건수,20706.0
2022-02-15,서울,3차,12-64세,접종률,51.0752866503362
2022-02-15,서울,3차,5-11세,건수,0.0
2022-02-15,서울,3차,5-11세,접종률,0.0002295036066491785
2022-02-15,서울,3차,65세이상,건수,1434.0
2022-02-15,서울,3차,65세이상,접종률,87.3511574341133
2022-02-15,서울,3차,6개월-4세,건수,0.0
2022-02-15,서울,3차,6개월-4세,접종률,0.0
2022-02-15,세종,1차,12-64세,건수,117.0
2022-02-15,세종,1차,12-64세,접종률,88.15114512329416
2022-02-15,세종,1차,5-11세,건수,0.0
2022-02-15,세종,1차,5-11세,접종률,0.05602390353217373
