날짜,지역,차수,연령대,지표,값
2022-02-15,세종,1차,65세이상,건수,8.0
2022-02-15,세종,1차,65세이상,접종률,95.01741915873647
2022-02-15,세종,1차,6개월-4세,건수,0.0
2022-02-15,세종,1차,6개월-4세,접종률,0.0
2022-02-15,세종,2차,12-64세,건수,80.0
2022-02-15,세종,2차,12-64세,접종률,86.69970309036925
2022-02-15,세종,2차,5-11세,건수,0.0
2022-02-15,세종,2차,5-11세,접종률,0.05335609860207021
2022-02-15,세종,2차,65세이상,건수,3.0
2022-02-15,세종,2차,65세이상,접종률,94.50536603614768
2022-02-15,세종,2차,6개월-4세,건수,0.0
2022-02-15,세종,2차,6개월-4세,접종률,0.0
2022-02-15,세종,3차,12-64세,건수,917.0
2022-02-15,세종,3차,12-64세,접종률,48.98904361644294
2022-02-15,세종,3차,5-11세,건수,0.0
2022-02-15,세종,3차,5-11세,접종률,0.0
2022-02-15,세종,3차,65세이상,건수,47.0
2022-02-15,세종,3차,65세이상,접종률,87.89310014262666
2022-02-15,세종,3차,6개월-4세,건수,0.0
2022-02-15,세종,3차,6개월-4세,접종률,0.0
2022-02-15,울산,1차,12-64세,건수,202.0
2022-02-15,울산,1차,12-64세,접종률,90.6622343986077
2022-02-15,울산,1차,5-11세,건수,0.0
2022-02-15,울산,1차,5-11세,접종률,0.026659931526070605
2022-02-15,울산,1차,65세이상,건수,11.0
2022-02-15,울산,1차,65세이상,접종률,94.71324744718908
2022-02-15,울산,1차,6개월-4세,건수,0.0
2022-02-15,울산,1차,6개월-4세,접종률,0.0
2022-02-15,울산,2차,12-64세,건수,243.0
2022-02-15,울산,2차,12-64세,접종률,89.53384684529615
2022-02-15,울산,2차,5-11세,건수,0.0
2022-02-15,울산,2차,5-11세,접종률,0.016837851490149856
2022-02-15,울산,2차,65세이상,건수,12.0
2022-02-15,울산,2차,65세이상,접종률,94.22702470170037
2022-02-15,울산,2차,6개월-4세,건수,0.0
2022-02-15,울산,2차,6개월-4세,접종률,0.0
2022-02-15,울산,3차,12-64세,건수,3519.0
2022-02-15,울산,3차,12-64세,접종률,53.02728211601354
2022-02-15,울산,3차,5-11세,건수,0.0
2022-02-15,울산,3차,5-11세,접종률,0.0
2022-02-15,울산,3차,65세이상,건수,159.0
2022-02-15,울산,3차,65세이상,접종률,87.0955690900446
2022-02-15,울산,3차,6개월-4세,건수,0.0
2022-02-15,울산,3차,6개월-4세,접종률,0.0
2022-02-15,인천,1차,12-64세,건수,509.0
2022-02-15,인천,1차,12-64세,접종률,90.13246955905804
2022-02-15,인천,1차,5-11세,건수,0.0
2022-02-15,인천,1차,5-11세,접종률,0.03671240420357028
2022-02-15,인천,1차,65세이상,건수,36.0
2022-02-15,인천,1차,65세이상,접종률,94.76821443486844
2022-02-15,인천,1차,6개월-4세,건수,0.0
2022-02-15,인천,1차,6개월-4세,접종률,0.0
2022-02-15,인천,2차,12-64세,건수,547.0
2022-02-15,인천,2차,12-64세,접종률,89.0674635634554
2022-02-15,인천,2차,5-11세,건수,0.0
2022-02-15,인천,2차,5-11세,접종률,0.029255197099720066
2022-02-15,인천,2차,65세이상,건수,29.0
2022-02-15,인천,2차,65세이상,접종률,94.28224306161965
2022-02-15,인천,2차,6개월-4세,건수,0.0
2022-02-15,인천,2차,6개월-4세,접종률,0.0
2022-02-15,인천,3차,12-64세,건수,7194.0
2022-02-15,인천,3차,12-64세,접종률,54.38631816065339
2022-02-15,인천,3차,5-11세,건수,0.0
2022-02-15,인천,3차,5-11세,접종률,0.0
2022-02-15,인천,3차,65세이상,건수,400.0
2022-02-15,인천,3차,65세이상,접종률,87.84392166109491
2022-02-15,인천,3차,6개월-4세,건수,0.0
2022-02-15,인천,3차,6개월-4세,접종률,0.0
2022-02-15,전남,1차,12-64세,건수,219.0
2022-02-15,전남,1차,12-64세,접종률,91.76732073099546
2022-02-15,전남,1차,5-11세,건수,0.0
2022-02-15,전남,1차,5-11세,접종률,0.013650730314071803
2022-02-15,전남,1차,65세이상,건수,25.0
2022-02-15,전남,1차,65세이상,접종률,96.35021572847089
2022-02-15,전남,1차,6개월-4세,건수,0.0
2022-02-15,전남,1차,6개월-4세,접종률,0.0
2022-02-15,전남,2차,12-64세,건수,289.0
2022-02-15,전남,2차,12-64세,접종률,90.75645624520844
2022-02-15,전남,2차,5-11세,건수,0.0
2022-02-15,전남,2차,5-11세,접종률,0.010500561780055234
2022-02-15,전남,2차,65세이상,건수,51.0
2022-02-15,전남,2차,65세이상,접종률,95.87133435489072
2022-02-15,전남,2차,6개월-4세,건수,0.0
2022-02-15,전남,2차,6개월-4세,접종률,0.0
2022-02-15,전남,3차,12-64세,건수,4339.0
2022-02-15,전남,3차,12-64세,접종률,61.99608525952202
2022-02-15,전남,3차,5-11세,건수,0.0
2022-02-15,전남,3차,5-11세,접종률,0.0
2022-02-15,전남,3차,65세이상,건수,316.0
2022-02-15,전남,3차,65세이상,접종률,91.59259673003274
2022-02-15,전남,3차,6개월-4세,건수,0.0
2022-02-15,전남,3차,6개월-4세,접종률,0.0
2022-02-15,전북,1차,12-64세,건수,216.0
2022-02-15,전북,1차,12-64세,접종률,91.45439205774228
2022-02-15,전북,1차,5-11세,건수,0.0
2022-02-15,전북,1차,5-11세,접종률,0.016875678982396558
2022-02-15,전북,1차,65세이상,건수,40.0
2022-02-15,전북,1차,65세이상,접종률,96.38423554929273
2022-02-15,전북,1차,6개월-4세,건수,0.0
2022-02-15,전북,1차,6개월-4세,접종률,0.0
2022-02-15,전북,2차,12-64세,건수,255.0
2022-02-15,전북,2차,12-64세,접종률,90.52208388688226
2022-02-15,전북,2차,5-11세,건수,0.0
2022-02-15,전북,2차,5-11세,접종률,0.012656759236797419
2022-02-15,전북,2차,65세이상,건수,26.0
2022-02-15,전북,2차,65세이상,접종률,95.99537031591477
2022-02-15,전북,2차,6개월-4세,건수,0.0
2022-02-15,전북,2차,6개월-4세,접종률,0.0
2022-02-15,전북,3차,12-64세,건수,4019.0
2022-02-15,전북,3차,12-64세,접종률,60.27698154585905
2022-02-15,전북,3차,5-11세,건수,0.0
2022-02-15,전북,3차,5-11세,접종률,0.0
2022-02-15,전북,3차,65세이상,건수,292.0
2022-02-15,전북,3차,65세이상,접종률,91.55647250066458
2022-02-15,전북,3차,6개월-4세,건수,0.0
2022-02-15,전북,3차,6개월-4세,접종률,0.0
2022-02-15,제주,1차,12-64세,건수,174.0
2022-02-15,제주,1차,12-64세,접종률,89.91355823612132
2022-02-15,제주,1차,5-11세,건수,0.0
2022-02-15,제주,1차,5-11세,접종률,0.03249355544483677
2022-02-15,제주,1차,65세이상,건수,11.0
2022-02-15,제주,1차,65세이상,접종률,94.39931383141035
2022-02-15,제주,1차,6개월-4세,건수,0.0
2022-02-15,제주,1차,6개월-4세,접종률,0.0
2022-02-15,제주,2차,12-64세,건수,151.0
2022-02-15,제주,2차,12-64세,접종률,88.80187171084279
2022-02-15,제주,2차,5-11세,건수,0.0
2022-02-15,제주,2차,5-11세,접종률,0.015163659207590496
2022-02-15,제주,2차,65세이상,건수,19.0
2022-02-15,제주,2차,65세이상,접종률,93.89210988594097
2022-02-15,제주,2차,6개월-4세,건수,0.0
2022-02-15,제주,2차,6개월-4세,접종률,0.0
2022-02-15,제주,3차,12-64세,건수,2051.0
2022-02-15,제주,3차,12-64세,접종률,51.64317134628493
2022-02-15,제주,3차,5-11세,건수,0.0
2022-02-15,제주,3차,5-11세,접종률,0.0
2022-02-15,제주,3차,65세이상,건수,135.0
2022-02-15,제주,3차,65세이상,접종률,87.45845463617395
2022-02-15,제주,3차,6개월-4세,건수,0.0
2022-02-15,제주,3차,6개월-4세,접종률,0.0
2022-02-15,충남,1차,12-64세,건수,290.0
2022-02-15,충남,1차,12-64세,접종률,90.42705887177611
2022-02-15,충남,1차,5-11세,건수,0.0
2022-02-15,충남,1차,5-11세,접종률,0.024336057401694103
2022-02-15,충남,1차,65세이상,건수,38.0
2022-02-15,충남,1차,65세이상,접종률,95.37587243064681
2022-02-15,충남,1차,6개월-4세,건수,0.0
2022-02-15,충남,1차,6개월-4세,접종률,0.0
2022-02-15,충남,2차,12-64세,건수,399.0
2022-02-15,충남,2차,12-64세,접종률,89.35186523540575
2022-02-15,충남,2차,5-11세,건수,0.0
2022-02-15,충남,2차,5-11세,접종률,0.01805578452383756
2022-02-15,충남,2차,65세이상,건수,32.0
2022-02-15,충남,2차,65세이상,접종률,94.90629065259883
2022-02-15,충남,2차,6개월-4세,건수,0.0
2022-02-15,충남,2차,6개월-4세,접종률,0.0
2022-02-15,충남,3차,12-64세,건수,4946.0
2022-02-15,충남,3차,12-64세,접종률,56.55849294061729
2022-02-15,충남,3차,5-11세,건수,0.0
2022-02-15,충남,3차,5-11세,접종률,0.0
2022-02-15,충남,3차,65세이상,건수,372.0
2022-02-15,충남,3차,65세이상,접종률,89.42863555442246
2022-02-15,충남,3차,6개월-4세,건수,0.0
2022-02-15,충남,3차,6개월-4세,접종률,0.0
2022-02-15,충북,1차,12-64세,건수,241.0
2022-02-15,충북,1차,12-64세,접종률,90.7143582699943
2022-02-15,충북,1차,5-11세,건수,0.0
2022-02-15,충북,1차,5-11세,접종률,0.02995739392863483
2022-02-15,충북,1차,65세이상,건수,21.0
2022-02-15,충북,1차,65세이상,접종률,95.6655949320986
2022-02-15,충북,1차,6개월-4세,건수,0.0
2022-02-15,충북,1차,6개월-4세,접종률,0.0
2022-02-15,충북,2차,12-64세,건수,304.0
2022-02-15,충북,2차,12-64세,접종률,89.67101979887558
2022-02-15,충북,2차,5-11세,건수,0.0
2022-02-15,충북,2차,5-11세,접종률,0.02440972838629505
2022-02-15,충북,2차,65세이상,건수,28.0
2022-02-15,충북,2차,65세이상,접종률,95.20137564147345
2022-02-15,충북,2차,6개월-4세,건수,0.0
2022-02-15,충북,2차,6개월-4세,접종률,0.0
2022-02-15,충북,3차,12-64세,건수,3680.0
2022-02-15,충북,3차,12-64세,접종률,56.093310426760056
2022-02-15,충북,3차,5-11세,건수,0.0
2022-02-15,충북,3차,5-11세,접종률,0.0
2022-02-15,충북,3차,65세이상,건수,265.0
2022-02-15,충북,3차,65세이상,접종률,89.83464240187956
2022-02-15,충북,3차,6개월-4세,건수,0.0
2022-02-15,충북,3차,6개월-4세,접종률,0.0
2022-02-16,강원,1차,12-64세,건수,208.0
2022-02-16,강원,1차,12-64세,접종률,90.67133502531512
2022-02-16,강원,1차,5-11세,건수,0.0
2022-02-16,강원,1차,5-11세,접종률,0.024673081667900318
2022-02-16,강원,1차,65세이상,건수,33.0
2022-02-16,강원,1차,65세이상,접종률,94.89368171846833
2022-02-16,강원,1차,6개월-4세,건수,0.0
2022-02-16,강원,1차,6개월-4세,접종률,0.0
2022-02-16,강원,2차,12-64세,건수,217.0
2022-02-16,강원,2차,12-64세,접종률,89.68129704022483
2022-02-16,강원,2차,5-11세,건수,0.0
2022-02-16,강원,2차,5-11세,접종률,0.0181801654395055
2022-02-16,강원,2차,65세이상,건수,21.0
2022-02-16,강원,2차,65세이상,접종률,94.44082448252644
2022-02-16,강원,2차,6개월-4세,건수,0.0
2022-02-16,강원,2차,6개월-4세,접종률,0.0
2022-02-16,강원,3차,12-64세,건수,3085.0
2022-02-16,강원,3차,12-64세,접종률,58.36174013665089
2022-02-16,강원,3차,5-11세,건수,0.0
2022-02-16,강원,3차,5-11세,접종률,0.0
2022-02-16,강원,3차,65세이상,건수,253.0
2022-02-16,강원,3차,65세이상,접종률,88.53386112378098
2022-02-16,강원,3차,6개월-4세,건수,0.0
2022-02-16,강원,3차,6개월-4세,접종률,0.0
2022-02-16,경기,1차,12-64세,건수,2045.0
2022-02-16,경기,1차,12-64세,접종률,89.78706252634932
2022-02-16,경기,1차,5-11세,건수,1.0
2022-02-16,경기,1차,5-11세,접종률,0.04217317551089454
2022-02-16,경기,1차,65세이상,건수,142.0
2022-02-16,경기,1차,65세이상,접종률,95.00243743487076
2022-02-16,경기,1차,6개월-4세,건수,0.0
2022-02-16,경기,1차,6개월-4세,접종률,0.0002605999009720376
2022-02-16,경기,2차,12-64세,건수,2136.0
2022-02-16,경기,2차,12-64세,접종률,88.68042655589859
2022-02-16,경기,2차,5-11세,건수,3.0
2022-02-16,경기,2차,5-11세,접종률,0.03312767547095337
2022-02-16,경기,2차,65세이상,건수,107.0
2022-02-16,경기,2차,65세이상,접종률,94.5698924478931
2022-02-16,경기,2차,6개월-4세,건수,0.0
2022-02-16,경기,2차,6개월-4세,접종률,0.0
2022-02-16,경기,3차,12-64세,건수,29951.0
2022-02-16,경기,3차,12-64세,접종률,53.60597755063824
2022-02-16,경기,3차,5-11세,건수,0.0
2022-02-16,경기,3차,5-11세,접종률,0.00011747402649274246
2022-02-16,경기,3차,65세이상,건수,1518.0
2022-02-16,경기,3차,65세이상,접종률,88.39987444512582
2022-02-16,경기,3차,6개월-4세,건수,0.0
2022-02-16,경기,3차,6개월-4세,접종률,0.0
2022-02-16,경남,1차,12-64세,건수,482.0
2022-02-16,경남,1차,12-64세,접종률,89.8392400375354
2022-02-16,경남,1차,5-11세,건수,0.0
2022-02-16,경남,1차,5-11세,접종률,0.019841673619731784
2022-02-16,경남,1차,65세이상,건수,72.0
2022-02-16,경남,1차,65세이상,접종률,94.7016429623455
2022-02-16,경남,1차,6개월-4세,건수,0.0
2022-02-16,경남,1차,6개월-4세,접종률,0.0
2022-02-16,경남,2차,12-64세,건수,586.0
2022-02-16,경남,2차,12-64세,접종률,88.64342487264464
2022-02-16,경남,2차,5-11세,건수,0.0
2022-02-16,경남,2차,5-11세,접종률,0.017806630171554164
2022-02-16,경남,2차,65세이상,건수,45.0
2022-02-16,경남,2차,65세이상,접종률,94.1403926675556
2022-02-16,경남,2차,6개월-4세,건수,0.0
2022-02-16,경남,2차,6개월-4세,접종률,0.0
2022-02-16,경남,3차,12-64세,건수,7724.0
2022-02-16,경남,3차,12-64세,접종률,52.853959821232024
2022-02-16,경남,3차,5-11세,건수,0.0
2022-02-16,경남,3차,5-11세,접종률,0.0
2022-02-16,경남,3차,65세이상,건수,632.0
2022-02-16,경남,3차,65세이상,접종률,87.09139154179194
2022-02-16,경남,3차,6개월-4세,건수,0.0
2022-02-16,경남,3차,6개월-4세,접종률,0.0
2022-02-16,경북,1차,12-64세,건수,406.0
2022-02-16,경북,1차,12-64세,접종률,88.84806015573984
2022-02-16,경북,1차,5-11세,건수,0.0
2022-02-16,경북,1차,5-11세,접종률,0.033226516236690935
2022-02-16,경북,1차,65세이상,건수,56.0
2022-02-16,경북,1차,65세이상,접종률,94.08141226252921
2022-02-16,경북,1차,6개월-4세,건수,0.0
2022-02-16,경북,1차,6개월-4세,접종률,0.0
2022-02-16,경북,2차,12-64세,건수,534.0
2022-02-16,경북,2차,12-64세,접종률,87.58177492801275
2022-02-16,경북,2차,5-11세,건수,0.0
2022-02-16,경북,2차,5-11세,접종률,0.024366111906906684
2022-02-16,경북,2차,65세이상,건수,68.0
2022-02-16,경북,2차,65세이상,접종률,93.49344180745423
2022-02-16,경북,2차,6개월-4세,건수,0.0
2022-02-16,경북,2차,6개월-4세,접종률,0.0
2022-02-16,경북,3차,12-64세,건수,5655.0
2022-02-16,경북,3차,12-64세,접종률,52.30897129427468
2022-02-16,경북,3차,5-11세,건수,0.0
2022-02-16,경북,3차,5-11세,접종률,0.0
2022-02-16,경북,3차,65세이상,건수,560.0
2022-02-16,경북,3차,65세이상,접종률,86.20433980441915
2022-02-16,경북,3차,6개월-4세,건수,0.0
2022-02-16,경북,3차,6개월-4세,접종률,0.0
2022-02-16,광주,1차,12-64세,건수,172.0
2022-02-16,광주,1차,12-64세,접종률,91.63016121034066
2022-02-16,광주,1차,5-11세,건수,0.0
2022-02-16,광주,1차,5-11세,접종률,0.01780329583514148
2022-02-16,광주,1차,65세이상,건수,20.0
2022-02-16,광주,1차,65세이상,접종률,96.0514580342657
2022-02-16,광주,1차,6개월-4세,건수,0.0
2022-02-16,광주,1차,6개월-4세,접종률,0.0
2022-02-16,광주,2차,12-64세,건수,203.0
2022-02-16,광주,2차,12-64세,접종률,90.58598976412578
2022-02-16,광주,2차,5-11세,건수,0.0
2022-02-16,광주,2차,5-11세,접종률,0.011127059896963425
2022-02-16,광주,2차,65세이상,건수,16.0
2022-02-16,광주,2차,65세이상,접종률,95.59319442438863
2022-02-16,광주,2차,6개월-4세,건수,0.0
2022-02-16,광주,2차,6개월-4세,접종률,0.0
2022-02-16,광주,3차,12-64세,건수,3284.0
2022-02-16,광주,3차,12-64세,접종률,57.912873436315834
2022-02-16,광주,3차,5-11세,건수,0.0
2022-02-16,광주,3차,5-11세,접종률,0.0
2022-02-16,광주,3차,65세이상,건수,111.0
2022-02-16,광주,3차,65세이상,접종률,90.83727607090981
2022-02-16,광주,3차,6개월-4세,건수,0.0
2022-02-16,광주,3차,6개월-4세,접종률,0.0
2022-02-16,대구,1차,12-64세,건수,501.0
2022-02-16,대구,1차,12-64세,접종률,88.2337590034448
2022-02-16,대구,1차,5-11세,건수,0.0
2022-02-16,대구,1차,5-11세,접종률,0.025771677662582468
2022-02-16,대구,1차,65세이상,건수,51.0
2022-02-16,대구,1차,65세이상,접종률,93.30007674597084
2022-02-16,대구,1차,6개월-4세,건수,0.0
2022-02-16,대구,1차,6개월-4세,접종률,0.0
2022-02-16,대구,2차,12-64세,건수,457.0
2022-02-16,대구,2차,12-64세,접종률,86.9140076783001
2022-02-16,대구,2차,5-11세,건수,0.0
2022-02-16,대구,2차,5-11세,접종률,0.022090009425070688
2022-02-16,대구,2차,65세이상,건수,31.0
2022-02-16,대구,2차,65세이상,접종률,92.69740769165175
2022-02-16,대구,2차,6개월-4세,건수,0.0
2022-02-16,대구,2차,6개월-4세,접종률,0.0
2022-02-16,대구,3차,12-64세,건수,5380.0
2022-02-16,대구,3차,12-64세,접종률,47.643098228887574
2022-02-16,대구,3차,5-11세,건수,0.0
2022-02-16,대구,3차,5-11세,접종률,0.0
2022-02-16,대구,3차,65세이상,건수,425.0
2022-02-16,대구,3차,65세이상,접종률,84.2174042807197
2022-02-16,대구,3차,6개월-4세,건수,0.0
2022-02-16,대구,3차,6개월-4세,접종률,0.0
2022-02-16,대전,1차,12-64세,건수,243.0
2022-02-16,대전,1차,12-64세,접종률,90.049539749884
2022-02-16,대전,1차,5-11세,건수,0.0
2022-02-16,대전,1차,5-11세,접종률,0.046753620408554714
2022-02-16,대전,1차,65세이상,건수,18.0
2022-02-16,대전,1차,65세이상,접종률,95.02533245032036
2022-02-16,대전,1차,6개월-4세,건수,0.0
2022-02-16,대전,1차,6개월-4세,접종률,0.0
2022-02-16,대전,2차,12-64세,건수,240.0
2022-02-16,대전,2차,12-64세,접종률,88.90722665384875
2022-02-16,대전,2차,5-11세,건수,0.0
2022-02-16,대전,2차,5-11세,접종률,0.039560755730315526
2022-02-16,대전,2차,65세이상,건수,16.0
2022-02-16,대전,2차,65세이상,접종률,94.60034860051924
2022-02-16,대전,2차,6개월-4세,건수,0.0
2022-02-16,대전,2차,6개월-4세,접종률,0.0
2022-02-16,대전,3차,12-64세,건수,3322.0
2022-02-16,대전,3차,12-64세,접종률,52.12685658293347
2022-02-16,대전,3차,5-11세,건수,0.0
2022-02-16,대전,3차,5-11세,접종률,0.0
2022-02-16,대전,3차,65세이상,건수,185.0
2022-02-16,대전,3차,65세이상,접종률,88.62660333892666
2022-02-16,대전,3차,6개월-4세,건수,0.0
2022-02-16,대전,3차,6개월-4세,접종률,0.0
2022-02-16,부산,1차,12-64세,건수,524.0
2022-02-16,부산,1차,12-64세,접종률,89.5153444481791
2022-02-16,부산,1차,5-11세,건수,1.0
2022-02-16,부산,1차,5-11세,접종률,0.036983744488555265
2022-02-16,부산,1차,65세이상,건수,73.0
2022-02-16,부산,1차,65세이상,접종률,94.55637132403054
2022-02-16,부산,1차,6개월-4세,건수,0.0
2022-02-16,부산,1차,6개월-4세,접종률,0.0013931263147629596
2022-02-16,부산,2차,12-64세,건수,500.0
2022-02-16,부산,2차,12-64세,접종률,88.34511479298848
2022-02-16,부산,2차,5-11세,건수,0.0
